idno,name,year,date_from,date_to,cadre,training_name
01RJ032400,Shri Niraj Kumar Pawan,2012,02/07/2012,24/08/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase III
01RJ909001,Shri Suresh Chandra Dinkar,2012,02/07/2012,24/08/2012,Rajasthan,Mid Career Programme for IAS Officers - Phase III
01SK002600,Ms. Rinchen Ongmu,2007,01/01/2007,25/01/2007,Sikkim,MIC Career Programme for IAS Officers - Phase V
01SK002800,Dr. Alok Kumar Srivastava,2012,01/10/2012,02/11/2012,Sikkim,6th round of Phase-V  of the MCTP for IAS officers (2012)
01SK004200,Shri K Sreenivasulu,2012,30/04/2012,22/06/2012,Sikkim,Mid Career Programme for IAS Officers - Phase IV
01SK004300,Shri Ravindra Telang,2008,21/04/2008,11/06/2008,Sikkim,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01SK004500,Shri Puneet Kansal,2013,01/07/2013,23/08/2013,Sikkim,8th Round of Phase-IV Mid Career Programme for IAS Officers
01SK004600,Shri Sanoj Kumar Jha,2012,30/04/2012,22/06/2012,Sikkim,Mid Career Programme for IAS Officers - Phase IV
01SK004700,Shri Vishal Chauhan,2007,16/06/2007,08/08/2007,Sikkim,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01SK004700,Shri Vishal Chauhan,2014,23/06/2014,14/08/2014,Sikkim,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01SK004800,Shri D Anandan,2008,16/06/2008,08/08/2008,Sikkim,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01TN025000,Shri V K Subburaj,2008,06/01/2008,01/02/2008,Tamil Nadu,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01TN025200,Shri Shaktikanta Das,2008,06/01/2008,01/02/2008,Tamil Nadu,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01TN025500,Shri Surjit Kumar Chaudhary,2008,06/01/2008,01/02/2008,Tamil Nadu,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01TN025700,Ms. Girija Vaidyanathan,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN025800,Dr. R Kannan,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN026000,Shri K Ganesan,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN026100,Shri Ashok Kumar Gupta,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN026200,Shri Shashi Shekhar,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN026400,Shri Rajiv Nayan Choubey,2009,05/01/2009,30/01/2009,Tamil Nadu,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01TN026800,Shri K Gnanadesikan,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN027000,Shri K Skandan,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN027100,Shri C V Sankar,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN027300,Ms. Leena Nair,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN027400,Shri Hemant Kumar Sinha,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN027700,Dr. T Prabhakara Rao,2010,12/12/2010,14/01/2011,Tamil Nadu,Mid Career Programme for IAS Officers- Phase V
01TN028200,Shri Ambuj Sharma,2011,09/10/2011,11/11/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase V
01TN028700,Shri V K Jeyakodi,2012,01/10/2012,02/11/2012,Tamil Nadu,6th round of Phase-V  of the MCTP for IAS officers (2012)
01TN028800,Shri T Jacob,2012,01/10/2012,02/11/2012,Tamil Nadu,6th round of Phase-V  of the MCTP for IAS officers (2012)
01TN029100,Shri Ruolkhumlien Buhril,2012,01/10/2012,02/11/2012,Tamil Nadu,6th round of Phase-V  of the MCTP for IAS officers (2012)
01TN029700,Shri C Chandramouli,2013,16/09/2013,18/10/2013,Tamil Nadu,7th Round MCT Phase 5
01TN034100,Shri T K Ramachandran,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN034400,Shri N Muruganandam,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN034300,Shri S Gopalakrishnan,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN034800,Shri Chandra Kant Kamble,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN034801,Ms. Supriya Sahu,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN034700,Shri Ramesh Chand Meena,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN034802,Shri Shambhu Kallolikar,2007,21/04/2007,25/05/2007,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1991 Batch
01TN035000,Dr. J Radhakrishnan,2011,18/04/2011,10/06/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN035200,Shri Kumar Jayant,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN035100,Shri Mangat Ram Sharma,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN035300,Shri Pradeep Yadav,2011,18/04/2011,10/06/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN035400,Shri Rajesh Lakhani,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN035500,Dr. Rajendra Kumar,2011,18/04/2011,10/06/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN035600,Dr. Neeraj Mittal,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN035700,Shri P Annamalai,2011,18/04/2011,10/06/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN035800,Dr. Koothati Gopal,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN035817,Dr. M Rajaram,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN036000,Shri Gagandeep Singh Bedi,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN036200,Shri S Vijayakumar,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN036100,Shri Sunil Paliwal,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN036300,Shri Dheeraj Kumar,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN036500,Shri Sudeep Jain,2012,30/04/2012,22/06/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN036400,Dr. K Manivasan,2010,04/10/2010,26/11/2010,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers
01TN036600,Shri Atul Anand,2012,30/04/2012,22/06/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN036700,Ms. Kakarla Usha,2011,18/04/2011,10/06/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN036800,Ms. P Amudha,2011,22/08/2011,14/10/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN036900,Dr.(Ms.) Apoorva,2011,22/08/2011,14/10/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN036913,Shri K. Balachandran,2012,30/04/2012,22/06/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN037000,Shri M A Siddique,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037100,Ms. R Jaya,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037200,Ms. Sandhya V Sharma,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037300,Shri T Udhayachandran,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037400,Dr. P Senthilkumar,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037500,Shri Hitesh Kumar S Makwana,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037600,Dr. Santhosh Babu,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037601,Dr. B Chandra Mohan,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037613,Shri M Veerashanmugha Moni,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN037615,Shri A Mohamed Aslam,2008,21/04/2008,11/06/2008,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1995 Batch
01TN038000,Shri Dharmendra Pratap Yadav,2013,01/07/2013,23/08/2013,Tamil Nadu,8th Round of Phase-IV Mid Career Programme for IAS Officers
01TN038200,Dr. S Swarna,2013,01/07/2013,23/08/2013,Tamil Nadu,8th Round of Phase-IV Mid Career Programme for IAS Officers
01TN038300,Dr. Ashish Vachhani,2012,30/04/2012,22/06/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN038400,Shri Pankaj Kumar Bansal,2012,30/04/2012,22/06/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase IV
01TN038600,Dr. Har Sahay Meena,2014,23/06/2014,14/08/2014,Tamil Nadu,"Mid Career Programme for IAS Officers - Phase IV, 2014"
01TN038911,Shri S Murugaia,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN038900,Shri Anandrao Vishnu Patil,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN038900,Shri Anandrao Vishnu Patil,2013,01/07/2013,23/08/2013,Tamil Nadu,8th Round of Phase-IV Mid Career Programme for IAS Officers
01TN039000,Shri C Vijayaraj Kumar,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN039014,Shri V M X. Chrisso Nayagam,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN039016,Shri V Chandrasekaran,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN039017,Shri M Chandrasekaran,2007,16/06/2007,08/08/2007,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1998 Batch
01TN039019,Shri P Seetharaman,2008,16/06/2008,08/08/2008,Tamil Nadu,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01TN039100,Shri Brajendra Navnit,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN039200,Shri Ashish Chatterjee,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN039300,Shri Dev Raj Dev,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN039311,Shri N Mathivanan,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN039312,Ms. R. Vasuki,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN039400,Shri Shunchonngam Jatak Chiru,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN039401,Shri Santosh Kumar Misra,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN039411,Shri R Palanisamy,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN039500,Shri G Prakash,2008,16/06/2008,08/08/2008,Tamil Nadu,"Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2000,2001,1999  Batch"
01TN039600,Shri Anil Meshram,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN039800,Dr. P Umanath,2011,20/06/2011,12/08/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN039900,Shri T N Venkatesh,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN040000,Dr. Rajendra Ratnoo,2011,20/06/2011,12/08/2011,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040100,Shri R Lalvena,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN040101,Shri R Kirlosh Kumar,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040200,Ms. Sigy Thomas Vaidhyan,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN040300,Ms. Archana Patnaik,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040400,Shri Samayamoorthy C,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040500,Shri Arun Roy V,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040501,Ms. Pooja Kulkarni,2013,29/04/2013,21/06/2013,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040600,Ms. Anu George,2013,29/04/2013,21/06/2013,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN040700,Dr. Ananda Kumar R,2013,29/04/2013,21/06/2013,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN805103,Shri M. Rajendran,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN805104,Shri Mahesan Kasirajan,2009,29/06/2009,21/08/2009,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01TN806101,Shri T. Soundaiah,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN807101,Ms. Mythili K Rajendran,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN807102,Shri M.S. Shanmugam,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN807103,Ms. Reeta Harish Thakkar,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN807105,Ms. Jayashree Muralidharan,2010,07/06/2010,30/07/2010,Tamil Nadu,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 2002 Batch
01TN807104,Ms. B. Jothi Nirmala,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN808003,Shri M. Vijayakumar,2012,02/07/2012,24/08/2012,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN808008,Shri C. Kamaraj,2013,29/04/2013,21/06/2013,Tamil Nadu,Mid Career Programme for IAS Officers - Phase III
01TN895001,Ms. Kannegi Packianathan,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01TN895002,Shri P M Basheer Ahmed,2009,01/06/2009,24/07/2009,Tamil Nadu,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UL044800,Shri Rajiv Gupta,2007,01/01/2007,25/01/2007,Uttaranchal,MIC Career Programme for IAS Officers - Phase V
01UL045200,Shri Alok Kumar Jain,2008,06/01/2008,01/02/2008,Uttaranchal,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UL047700,Shri N Ravi Shanker,2008,06/01/2008,01/02/2008,Uttaranchal,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UL049000,Shri Amarendra Sinha,2009,05/01/2009,30/01/2009,Uttaranchal,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UL050001,Shri Naresh Nandan Prasad,2009,05/01/2009,30/01/2009,Uttaranchal,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UL052300,Ms. Anjali Prasad,2012,01/10/2012,02/11/2012,Uttaranchal,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UL052500,Shri Chanchal Kumar Tewari,2012,01/10/2012,02/11/2012,Uttaranchal,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UL052600,Shri Bhagwati Prasad Pandey,2011,09/10/2011,11/11/2011,Uttaranchal,Mid Career Programme for IAS Officers - Phase V
01UL053100,Shri Shatrughna Singh,2013,16/09/2013,18/10/2013,Uttaranchal,7th Round MCT Phase 5
01UL053900,Shri S Raju,2012,01/10/2012,02/11/2012,Uttaranchal,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UL055700,Dr. Anup Wadhawan,2013,16/09/2013,18/10/2013,Uttaranchal,7th Round MCT Phase 5
01UL062401,Dr. Uma Kant Panwar,2009,01/06/2009,24/07/2009,Uttaranchal,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UL062700,Shri Anand Bardhan,2011,18/04/2011,10/06/2011,Uttaranchal,Mid Career Programme for IAS Officers - Phase IV
01UL062800,Shri Rakesh Kumar,2009,01/06/2009,24/07/2009,Uttaranchal,Phase IV Programme of Mandatory Mid Career Training for IAS Officers - 1992 Batch
01UL066000,Shri Ramesh Kumar Sudhanshu,2012,30/04/2012,22/06/2012,Uttaranchal,Mid Career Programme for IAS Officers - Phase IV
01UL066200,Shri Lalrinliana Fanai,2012,30/04/2012,22/06/2012,Uttaranchal,Mid Career Programme for IAS Officers - Phase IV
01UL066900,Shri Amit Singh Negi,2009,29/06/2009,21/08/2009,Uttaranchal,Phase III Programme of Mandatory Mid Career Training for IAS Officers - 1999 Batch
01UL067000,Dr. R Meenakshi Sundaram,2011,20/06/2011,12/08/2011,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UL067100,Shri Shailesh Bagauli,2012,02/07/2012,24/08/2012,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UL067200,Shri D Senthilpandiyan,2011,20/06/2011,12/08/2011,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UL067201,Shri Nitesh Kumar Jha,2011,20/06/2011,12/08/2011,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UL067202,Ms. Radhika Jha,2012,02/07/2012,24/08/2012,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UL067402,Ms. Sowjanya,2013,29/04/2013,21/06/2013,Uttaranchal,Mid Career Programme for IAS Officers - Phase III
01UP044600,Shri Rakesh Bahadur,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP045000,Dr. Kush Verma,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP045300,Shri Siraj Hussain,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP045500,Dr. Ravindra Singh,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP045600,Shri Vijay Shankar Pandey,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP045700,Dr. Anil Kumar Gupta,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP045900,Shri Net Ram,2007,01/01/2007,25/01/2007,Uttar Pradesh,MIC Career Programme for IAS Officers - Phase V
01UP046400,Shri Shailesh Krishna,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP046800,Shri Rajeev Kher,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP047000,Shri Vidya Nand Garg,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP047400,Shri Shankar Agarwal,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP047500,Ms. Aradhana Johri,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP047600,Shri Rakesh Garg,2008,06/01/2008,01/02/2008,Uttar Pradesh,"Governance Challenges for India, A Mid-Career Programme for IAS Officers - Phase V"
01UP048100,Shri Pradeep Shukla,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP048200,Shri Anuj Kumar Bishnoi,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP048500,Shri Anil Swarup,2009,05/01/2009,30/01/2009,Uttar Pradesh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UP048600,Shri Anand Misra,2009,05/01/2009,30/01/2009,Uttar Pradesh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UP048700,Shri Rajive Kumar,2009,05/01/2009,30/01/2009,Uttar Pradesh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UP048800,Shri Balvender Kumar,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP048900,Ms. Vrinda Sarup,2009,05/01/2009,30/01/2009,Uttar Pradesh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UP049800,Shri Devendra Chaudhary,2009,05/01/2009,30/01/2009,Uttar Pradesh,"Governance Challenges for India,A Mid-Career Programme for IAS Officers - Phase V"
01UP050000,Shri Kunwar Fateh Bahadur,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP050100,Shri Deepak Singhal,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP050200,Shri Avinash K Srivastava,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP050400,Shri Pravir Kumar,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP050500,Shri Pradip Bhatnagar,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP050600,Shri Dinesh Singh,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP051100,Dr. Susheel Kumar,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP050800,Shri Rajendra Mohan Srivastava,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP051300,Shri Neeraj Kumar Gupta,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP051400,Shri J S Deepak,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP051600,Shri Prabhas Kumar Jha,2010,12/12/2010,14/01/2011,Uttar Pradesh,Mid Career Programme for IAS Officers- Phase V
01UP051800,Shri Chandra Prakash,2011,09/10/2011,11/11/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase V
01UP052200,Shri Rajeev Kapoor,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP052700,Shri Rahul Prasad Bhatnagar,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP052800,Shri Raj Pratap Singh,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP053000,Shri Sanjiv Saran,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP053200,Shri Sada Kant,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP053400,Shri Biresh Kumar,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP053500,Shri Rajiv Kumar-Ii,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP053600,Shri Arun Kumar Sinha,2011,09/10/2011,11/11/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase V
01UP054000,Shri Harbhajan Singh,2011,09/10/2011,11/11/2011,Uttar Pradesh,Mid Career Programme for IAS Officers - Phase V
01UP054200,Dr. Lalit Varma,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP054400,Shri Kumar Arvind Singh Deo,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP054600,Shri Durga Shanker Mishra,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP054700,Shri Shambhu Nath Shukla,2013,16/09/2013,18/10/2013,Uttar Pradesh,7th Round MCT Phase 5
01UP054800,Dr. Anup Chandra Pandey,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP055000,Shri Sanjay Agarawal,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
01UP055100,Shri Kishan Singh Atoria,2012,01/10/2012,02/11/2012,Uttar Pradesh,6th round of Phase-V  of the MCTP for IAS officers (2012)
